#miRNA	read_count	precursor	total	F01	F02	F03	F01(norm)	F02(norm)	F03(norm)
tgu-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	23.23
aca-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	23.23
aca-miR-200b-3p	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	29.89	58.83	69.70
ola-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	29.89	58.83	69.70
sha-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	29.89	58.83	69.70
ccr-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	29.89	58.83	69.70
oar-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	29.89	58.83	69.70
chi-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	29.89	58.83	69.70
tch-miR-200b-3p	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	29.89	58.83	69.70
hsa-miR-200c-5p	0.00	bta-mir-200c	0.00	0	0	0	0	0	0
hsa-miR-200c-3p	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
mmu-miR-200c-5p	0.00	bta-mir-200c	0.00	0	0	0	0	0	0
mmu-miR-200c-3p	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
rno-miR-200c-5p	0.00	bta-mir-200c	0.00	0	0	0	0	0	0
rno-miR-200c-3p	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
mml-miR-200c-5p	0.00	bta-mir-200c	0.00	0	0	0	0	0	0
mml-miR-200c-3p	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
ggo-miR-200c	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
ppy-miR-200c	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
bta-miR-200c	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
mdo-miR-200c-3p	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
cfa-miR-200c	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
eca-miR-200c	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
cgr-miR-200c	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
ptr-miR-200c	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
oar-miR-200c	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
efu-miR-200c	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
chi-miR-200c	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
tch-miR-200c-3p	3.00	bta-mir-200c	3.00	1.00	1.00	1.00	9.96	8.40	11.62
mmu-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	11.62
hsa-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	11.62
gga-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	11.62
bta-miR-202	1.00	bta-mir-202	1.00	0	0	1.00	0	0	11.62
cfa-miR-202	1.00	bta-mir-202	1.00	0	0	1.00	0	0	11.62
rno-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	11.62
ssc-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	11.62
aca-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	11.62
sha-miR-202	1.00	bta-mir-202	1.00	0	0	1.00	0	0	11.62
ppy-miR-202	1.00	bta-mir-202	1.00	0	0	1.00	0	0	11.62
chi-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	11.62
chi-miR-202-3p	0.00	bta-mir-202	0.00	0	0	0	0	0	0
oha-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	11.62
mmu-miR-204-5p	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
mmu-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	11.62
hsa-miR-204-5p	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
hsa-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	11.62
rno-miR-204-5p	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
rno-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	11.62
gga-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
dre-miR-204-5p	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
ssc-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
ptr-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
ggo-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
ppy-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
sla-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
mne-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
ppa-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
fru-miR-204a	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
tni-miR-204a	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
gga-miR-211	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
xtr-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
mdo-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
bta-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
oan-miR-204-5p	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
mml-miR-204-5p	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
mml-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	11.62
cfa-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
eca-miR-204b	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
tgu-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
pma-miR-204-5p	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
aca-miR-204a-5p	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
aca-miR-204a-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	11.62
ola-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
sha-miR-204	1.00	bta-mir-204	1.00	0	0	1.00	0	0	11.62
cgr-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
ipu-miR-204	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
ssa-miR-204-5p	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
efu-miR-204	1.00	bta-mir-204	1.00	0	0	1.00	0	0	11.62
chi-miR-204-5p	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
chi-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	11.62
oha-miR-204-5p	128.00	bta-mir-204	128.00	20.00	72.00	36.00	199.23	605.12	418.18
oha-miR-204-1-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	11.62
mmu-miR-205-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
hsa-miR-205-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
hsa-miR-205-3p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
rno-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
gga-miR-205a	0.00	bta-mir-205	0.00	0	0	0	0	0	0
dre-miR-205-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ssc-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ggo-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
age-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ppa-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ptr-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
lla-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
mne-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
fru-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
tni-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
bta-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
xtr-miR-205a	0.00	bta-mir-205	0.00	0	0	0	0	0	0
oan-miR-205-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
mml-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
xla-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
cfa-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
mdo-miR-205a	0.00	bta-mir-205	0.00	0	0	0	0	0	0
eca-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ppy-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
pma-miR-205a-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
aca-miR-205a	0.00	bta-mir-205	0.00	0	0	0	0	0	0
sha-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
cgr-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ccr-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ipu-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ssa-miR-205b-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
efu-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
oha-miR-205a-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
mmu-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
hsa-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
rno-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
gga-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
dre-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ppy-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
mne-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
xtr-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
mdo-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
oan-miR-206-5p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
oan-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
mml-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
cfa-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ptr-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
bta-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
eca-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
aca-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ola-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
cgr-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ggo-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
pol-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ccr-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ipu-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ssa-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
efu-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
chi-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
oha-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
hsa-miR-208a-5p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
hsa-miR-208a-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
mmu-miR-208a-5p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
mmu-miR-208a-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
rno-miR-208a-5p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
rno-miR-208a-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
oan-miR-208-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
mml-miR-208a-5p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
mml-miR-208a-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
ptr-miR-208a	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
bta-miR-208a	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
cfa-miR-208a	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
eca-miR-208a	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
ppy-miR-208a	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
aca-miR-208-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
oha-miR-208-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
mmu-miR-208b-5p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
mmu-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
hsa-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
mml-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
ptr-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
bta-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
cfa-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
eca-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
ssc-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
ppy-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
rno-miR-208b-5p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
rno-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
mdo-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
chi-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
hsa-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
hsa-miR-20a-3p	0.00	bta-mir-20a	0.00	0	0	0	0	0	0
mmu-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
rno-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
gga-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
dre-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
ssc-miR-20a	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
ggo-miR-20a	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
lca-miR-20	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
age-miR-20	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
ppa-miR-20	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
ppy-miR-20a	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
ptr-miR-20a	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
mml-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
mml-miR-20a-3p	0.00	bta-mir-20a	0.00	0	0	0	0	0	0
sla-miR-20	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
lla-miR-20	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
mne-miR-20	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
fru-miR-20	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
tni-miR-20	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
bta-miR-20a	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
xtr-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
mdo-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
oan-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
oan-miR-20a-2-3p	0.00	bta-mir-20a	0.00	0	0	0	0	0	0
cfa-miR-20a	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
eca-miR-20a	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
tgu-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
aca-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
ola-miR-20a	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
cgr-miR-20a	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
ccr-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
ssa-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
efu-miR-20	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
chi-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
chi-miR-20a-3p	0.00	bta-mir-20a	0.00	0	0	0	0	0	0
tch-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
oha-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	49.81	117.66	162.62
dre-miR-20b-5p	0.00	bta-mir-20b	0.00	0	0	0	0	0	0
bta-miR-20b	0.00	bta-mir-20b	0.00	0	0	0	0	0	0
mml-miR-20b-3p	0.00	bta-mir-20b	0.00	0	0	0	0	0	0
cfa-miR-20b	0.00	bta-mir-20b	0.00	0	0	0	0	0	0
ssc-miR-20b	0.00	bta-mir-20b	0.00	0	0	0	0	0	0
ssa-miR-20b-5p	0.00	bta-mir-20b	0.00	0	0	0	0	0	0
chi-miR-20b	0.00	bta-mir-20b	0.00	0	0	0	0	0	0
hsa-miR-21-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
mmu-miR-21a-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
mmu-miR-21a-3p	0.00	bta-mir-21	0.00	0	0	0	0	0	0
rno-miR-21-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
rno-miR-21-3p	0.00	bta-mir-21	0.00	0	0	0	0	0	0
ssc-miR-21	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
mml-miR-21-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
ptr-miR-21	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
ggo-miR-21	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
ppy-miR-21	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
mne-miR-21	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
age-miR-21	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
ppa-miR-21	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
bta-miR-21-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
bta-miR-21-3p	0.00	bta-mir-21	0.00	0	0	0	0	0	0
gga-miR-21-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
mdo-miR-21-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
cgr-miR-21-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
cgr-miR-21-3p	0.00	bta-mir-21	0.00	0	0	0	0	0	0
oan-miR-21-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
oan-miR-21-3p	0.00	bta-mir-21	0.00	0	0	0	0	0	0
cfa-miR-21	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
eca-miR-21	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
tgu-miR-21-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
oar-miR-21	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
aca-miR-21-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
sha-miR-21	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
aja-miR-21	0.00	bta-mir-21	0.00	0	0	0	0	0	0
efu-miR-21	0.00	bta-mir-21	0.00	0	0	0	0	0	0
chi-miR-21-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
chi-miR-21-3p	0.00	bta-mir-21	0.00	0	0	0	0	0	0
tch-miR-21-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
oha-miR-21-5p	577.00	bta-mir-21	577.00	172.00	222.00	183.00	1713.42	1865.78	2125.73
hsa-miR-210-3p	0.00	bta-mir-210	0.00	0	0	0	0	0	0
mmu-miR-210-5p	0.00	bta-mir-210	0.00	0	0	0	0	0	0
mmu-miR-210-3p	0.00	bta-mir-210	0.00	0	0	0	0	0	0
rno-miR-210-3p	0.00	bta-mir-210	0.00	0	0	0	0	0	0
bta-miR-210	0.00	bta-mir-210	0.00	0	0	0	0	0	0
mml-miR-210-3p	0.00	bta-mir-210	0.00	0	0	0	0	0	0
ssc-miR-210	0.00	bta-mir-210	0.00	0	0	0	0	0	0
ptr-miR-210	0.00	bta-mir-210	0.00	0	0	0	0	0	0
bfl-miR-210-3p	0.00	bta-mir-210	0.00	0	0	0	0	0	0
cfa-miR-210	0.00	bta-mir-210	0.00	0	0	0	0	0	0
mdo-miR-210-3p	0.00	bta-mir-210	0.00	0	0	0	0	0	0
ola-miR-210-3p	0.00	bta-mir-210	0.00	0	0	0	0	0	0
cgr-miR-210-5p	0.00	bta-mir-210	0.00	0	0	0	0	0	0
cgr-miR-210-3p	0.00	bta-mir-210	0.00	0	0	0	0	0	0
ggo-miR-210	0.00	bta-mir-210	0.00	0	0	0	0	0	0
ccr-miR-210	0.00	bta-mir-210	0.00	0	0	0	0	0	0
ipu-miR-210	0.00	bta-mir-210	0.00	0	0	0	0	0	0
bbe-miR-210-5p	0.00	bta-mir-210	0.00	0	0	0	0	0	0
ssa-miR-210-3p	0.00	bta-mir-210	0.00	0	0	0	0	0	0
efu-miR-210	0.00	bta-mir-210	0.00	0	0	0	0	0	0
tch-miR-210	0.00	bta-mir-210	0.00	0	0	0	0	0	0
hsa-miR-211-3p	0.00	bta-mir-211	0.00	0	0	0	0	0	0
bta-miR-211	12.00	bta-mir-211	12.00	2.00	5.00	5.00	19.92	42.02	58.08
chi-miR-211	12.00	bta-mir-211	12.00	2.00	5.00	5.00	19.92	42.02	58.08
hsa-miR-212-5p	2.00	bta-mir-212	2.00	1.00	0	1.00	9.96	0	11.62
hsa-miR-212-3p	0.00	bta-mir-212	0.00	0	0	0	0	0	0
mmu-miR-212-5p	2.00	bta-mir-212	2.00	1.00	0	1.00	9.96	0	11.62
mmu-miR-212-3p	0.00	bta-mir-212	0.00	0	0	0	0	0	0
rno-miR-212-5p	2.00	bta-mir-212	2.00	1.00	0	1.00	9.96	0	11.62
rno-miR-212-3p	0.00	bta-mir-212	0.00	0	0	0	0	0	0
mdo-miR-212-5p	2.00	bta-mir-212	2.00	1.00	0	1.00	9.96	0	11.62
mdo-miR-212-3p	0.00	bta-mir-212	0.00	0	0	0	0	0	0
mml-miR-212-5p	2.00	bta-mir-212	2.00	1.00	0	1.00	9.96	0	11.62
cfa-miR-212	2.00	bta-mir-212	2.00	1.00	0	1.00	9.96	0	11.62
bta-miR-212	2.00	bta-mir-212	2.00	1.00	0	1.00	9.96	0	11.62
eca-miR-212	0.00	bta-mir-212	0.00	0	0	0	0	0	0
aca-miR-212-5p	2.00	bta-mir-212	2.00	1.00	0	1.00	9.96	0	11.62
cgr-miR-212	2.00	bta-mir-212	2.00	1.00	0	1.00	9.96	0	11.62
ssc-miR-212	2.00	bta-mir-212	2.00	1.00	0	1.00	9.96	0	11.62
ipu-miR-212	2.00	bta-mir-212	2.00	1.00	0	1.00	9.96	0	11.62
ssa-miR-212b-5p	2.00	bta-mir-212	2.00	1.00	0	1.00	9.96	0	11.62
oha-miR-212-5p	2.00	bta-mir-212	2.00	1.00	0	1.00	9.96	0	11.62
hsa-miR-214-5p	0.00	bta-mir-214	0.00	0	0	0	0	0	0
hsa-miR-214-3p	0.00	bta-mir-214	0.00	0	0	0	0	0	0
mmu-miR-214-5p	0.00	bta-mir-214	0.00	0	0	0	0	0	0
mmu-miR-214-3p	0.00	bta-mir-214	0.00	0	0	0	0	0	0
rno-miR-214-3p	0.00	bta-mir-214	0.00	0	0	0	0	0	0
dre-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
ssc-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
ggo-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
age-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
ppa-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
ppy-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
ptr-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
mml-miR-214-5p	0.00	bta-mir-214	0.00	0	0	0	0	0	0
mml-miR-214-3p	0.00	bta-mir-214	0.00	0	0	0	0	0	0
sla-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
mne-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
fru-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
tni-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
xtr-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
bta-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
mdo-miR-214-5p	0.00	bta-mir-214	0.00	0	0	0	0	0	0
mdo-miR-214-3p	0.00	bta-mir-214	0.00	0	0	0	0	0	0
oan-miR-214-5p	0.00	bta-mir-214	0.00	0	0	0	0	0	0
oan-miR-214-3p	0.00	bta-mir-214	0.00	0	0	0	0	0	0
gga-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
cfa-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
eca-miR-214	0.00	bta-mir-214	0.00	0	0	0	0	0	0
