#miRNA	read_count	precursor	total	F01	F02	F03	F01(norm)	F02(norm)	F03(norm)
tch-miR-200a-3p	42.00	bta-mir-200a	42.00	14.00	11.00	17.00	70.43	46.97	99.14
oha-miR-200a	42.00	bta-mir-200a	42.00	14.00	11.00	17.00	70.43	46.97	99.14
pal-miR-200a-5p	18.00	bta-mir-200a	18.00	6.00	8.00	4.00	30.18	34.16	23.33
pal-miR-200a-3p	42.00	bta-mir-200a	42.00	14.00	11.00	17.00	70.43	46.97	99.14
cgr-miR-200a	42.00	bta-mir-200a	42.00	14.00	11.00	17.00	70.43	46.97	99.14
abu-miR-200a	42.00	bta-mir-200a	42.00	14.00	11.00	17.00	70.43	46.97	99.14
mze-miR-200a	42.00	bta-mir-200a	42.00	14.00	11.00	17.00	70.43	46.97	99.14
nbr-miR-200a	42.00	bta-mir-200a	42.00	14.00	11.00	17.00	70.43	46.97	99.14
oni-miR-200a	42.00	bta-mir-200a	42.00	14.00	11.00	17.00	70.43	46.97	99.14
pny-miR-200a	42.00	bta-mir-200a	42.00	14.00	11.00	17.00	70.43	46.97	99.14
gmo-miR-200a-3p	42.00	bta-mir-200a	42.00	14.00	11.00	17.00	70.43	46.97	99.14
xla-miR-200a-3p	42.00	bta-mir-200a	42.00	14.00	11.00	17.00	70.43	46.97	99.14
cpo-miR-200a-5p	18.00	bta-mir-200a	18.00	6.00	8.00	4.00	30.18	34.16	23.33
cpo-miR-200a-3p	42.00	bta-mir-200a	42.00	14.00	11.00	17.00	70.43	46.97	99.14
mmu-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
mmu-miR-200b-3p	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
hsa-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
hsa-miR-200b-3p	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
rno-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
gga-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
dre-miR-200b-3p	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
fru-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
tni-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
bta-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
mdo-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
mdo-miR-200b-3p	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
oan-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
csa-miR-200	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
cfa-miR-200b	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
eca-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
tgu-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
aca-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
aca-miR-200b-3p	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
ola-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
sha-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
ccr-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
oar-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
cpi-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
ami-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
cli-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
chi-miR-200b	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
tch-miR-200b-3p	16.00	bta-mir-200b	16.00	3.00	7.00	6.00	15.09	29.89	34.99
pal-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
xla-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
cpo-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
dno-miR-200b-5p	2.00	bta-mir-200b	2.00	0	0	2.00	0	0	11.66
hsa-miR-200c-5p	0.00	bta-mir-200c	0.00	0	0	0	0	0	0
hsa-miR-200c-3p	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
mmu-miR-200c-5p	0.00	bta-mir-200c	0.00	0	0	0	0	0	0
mmu-miR-200c-3p	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
rno-miR-200c-5p	0.00	bta-mir-200c	0.00	0	0	0	0	0	0
rno-miR-200c-3p	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
mml-miR-200c-5p	0.00	bta-mir-200c	0.00	0	0	0	0	0	0
mml-miR-200c-3p	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
ggo-miR-200c	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
ppy-miR-200c	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
bta-miR-200c	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
mdo-miR-200c-3p	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
cfa-miR-200c	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
eca-miR-200c	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
cgr-miR-200c	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
ptr-miR-200c	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
oar-miR-200c	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
efu-miR-200c	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
chi-miR-200c	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
tch-miR-200c-3p	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
cja-miR-200c	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
pal-miR-200c-5p	0.00	bta-mir-200c	0.00	0	0	0	0	0	0
pal-miR-200c-3p	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
cpo-miR-200c-3p	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
ocu-miR-200c-5p	0.00	bta-mir-200c	0.00	0	0	0	0	0	0
ocu-miR-200c-3p	12.00	bta-mir-200c	12.00	3.00	5.00	4.00	15.09	21.35	23.33
mmu-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
hsa-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
gga-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
bta-miR-202	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
cfa-miR-202	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
rno-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
ssc-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
aca-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
sha-miR-202	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
ppy-miR-202	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
cpi-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
ami-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
cli-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
pbv-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
chi-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
chi-miR-202-3p	0.00	bta-mir-202	0.00	0	0	0	0	0	0
oha-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
cja-miR-202	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
pal-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
pal-miR-202-3p	0.00	bta-mir-202	0.00	0	0	0	0	0	0
pal-miR-282-5p	0.00	bta-mir-202	0.00	0	0	0	0	0	0
cgr-miR-202	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
cpo-miR-202-5p	1.00	bta-mir-202	1.00	0	0	1.00	0	0	5.83
dno-miR-202-3p	0.00	bta-mir-202	0.00	0	0	0	0	0	0
mmu-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
mmu-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
hsa-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
hsa-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
rno-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
rno-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
gga-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
dre-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
ssc-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
ptr-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
ggo-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
ppy-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
sla-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
mne-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
ppa-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
fru-miR-204a	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
tni-miR-204a	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
gga-miR-211	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
xtr-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
mdo-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
bta-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
oan-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
mml-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
mml-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
cfa-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
eca-miR-204b	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
tgu-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
pma-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
aca-miR-204a-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
aca-miR-204a-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
ola-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
sha-miR-204	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
cgr-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
ipu-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
ssa-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
efu-miR-204	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
cpi-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
cpi-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
ami-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
ami-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
cli-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
cli-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
pbv-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
pbv-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
chi-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
chi-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
oha-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
oha-miR-204-1-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
cja-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
pal-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
pal-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
abu-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
mze-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
nbr-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
oni-miR-204a	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
pny-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
gmo-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
cpo-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
cpo-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
dno-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
dno-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
ocu-miR-204-5p	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
ocu-miR-204-3p	1.00	bta-mir-204	1.00	0	0	1.00	0	0	5.83
mmr-miR-204	129.00	bta-mir-204	129.00	21.00	72.00	36.00	105.64	307.43	209.94
mmu-miR-205-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
hsa-miR-205-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
hsa-miR-205-3p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
rno-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
gga-miR-205a	0.00	bta-mir-205	0.00	0	0	0	0	0	0
dre-miR-205-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ssc-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ggo-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
age-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ppa-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ptr-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
lla-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
mne-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
fru-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
tni-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
bta-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
xtr-miR-205a	0.00	bta-mir-205	0.00	0	0	0	0	0	0
oan-miR-205-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
mml-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
xla-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
cfa-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
mdo-miR-205a	0.00	bta-mir-205	0.00	0	0	0	0	0	0
eca-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ppy-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
pma-miR-205a-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
aca-miR-205a	0.00	bta-mir-205	0.00	0	0	0	0	0	0
sha-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
cgr-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ccr-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ipu-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ssa-miR-205b-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
efu-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
cpi-miR-205a-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ami-miR-205a-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
cli-miR-205a-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
pbv-miR-205a-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
oha-miR-205a-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
cja-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
pal-miR-205-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
pal-miR-205-3p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
abu-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
mze-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
nbr-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
oni-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
pny-miR-205	0.00	bta-mir-205	0.00	0	0	0	0	0	0
gmo-miR-205-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
cpo-miR-205-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
dno-miR-205-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
dno-miR-205-3p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ocu-miR-205-5p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
ocu-miR-205-3p	0.00	bta-mir-205	0.00	0	0	0	0	0	0
mmu-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
hsa-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
rno-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
gga-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
dre-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ppy-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
mne-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
xtr-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
mdo-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
oan-miR-206-5p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
oan-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
mml-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
cfa-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ptr-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
bta-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
eca-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
aca-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ola-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
cgr-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ggo-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
pol-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ccr-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ipu-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ssa-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
efu-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
cpi-miR-206-5p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
cpi-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ami-miR-206-5p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ami-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
cli-miR-206-5p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
cli-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
pbv-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
chi-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
oha-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
cja-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
pal-miR-206-5p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
pal-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
abu-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
mze-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
nbr-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
oni-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
pny-miR-206	0.00	bta-mir-206	0.00	0	0	0	0	0	0
gmo-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
xla-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
cpo-miR-206-5p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
cpo-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
dno-miR-206-5p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
dno-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ocu-miR-206-5p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
ocu-miR-206-3p	0.00	bta-mir-206	0.00	0	0	0	0	0	0
hsa-miR-208a-5p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
hsa-miR-208a-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
mmu-miR-208a-5p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
mmu-miR-208a-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
rno-miR-208a-5p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
rno-miR-208a-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
oan-miR-208-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
mml-miR-208a-5p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
mml-miR-208a-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
ptr-miR-208a	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
bta-miR-208a	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
cfa-miR-208a	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
eca-miR-208a	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
ppy-miR-208a	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
aca-miR-208-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
pbv-miR-208-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
oha-miR-208-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
cja-miR-208a	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
pal-miR-208a-5p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
pal-miR-208a-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
cpo-miR-208a-5p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
cpo-miR-208a-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
dno-miR-208a-5p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
dno-miR-208a-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
ocu-miR-208a-3p	0.00	bta-mir-208a	0.00	0	0	0	0	0	0
mmu-miR-208b-5p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
mmu-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
hsa-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
mml-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
ptr-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
bta-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
cfa-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
eca-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
ssc-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
ppy-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
rno-miR-208b-5p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
rno-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
mdo-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
chi-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
cja-miR-208b	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
pal-miR-208b-5p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
pal-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
cpo-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
dno-miR-208b-5p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
dno-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
ocu-miR-208b-3p	0.00	bta-mir-208b	0.00	0	0	0	0	0	0
hsa-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	25.15	59.78	81.64
hsa-miR-20a-3p	0.00	bta-mir-20a	0.00	0	0	0	0	0	0
mmu-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	25.15	59.78	81.64
rno-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	25.15	59.78	81.64
gga-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	25.15	59.78	81.64
dre-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	25.15	59.78	81.64
ssc-miR-20a-5p	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	25.15	59.78	81.64
ssc-miR-20a-3p	0.00	bta-mir-20a	0.00	0	0	0	0	0	0
ggo-miR-20a	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	25.15	59.78	81.64
lca-miR-20	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	25.15	59.78	81.64
age-miR-20	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	25.15	59.78	81.64
ppa-miR-20	33.00	bta-mir-20a	33.00	5.00	14.00	14.00	25.15	59.78	81.64
