#miRNA	read_count	precursor
cfa-miR-214	0	bta-mir-214
eca-miR-214	0	bta-mir-214
tgu-miR-214-5p	0	bta-mir-214
tgu-miR-214-3p	0	bta-mir-214
aca-miR-214-5p	0	bta-mir-214
aca-miR-214-3p	0	bta-mir-214
ola-miR-214	0	bta-mir-214
cgr-miR-214-5p	0	bta-mir-214
cgr-miR-214-3p	0	bta-mir-214
ccr-miR-214	0	bta-mir-214
aja-miR-214	0	bta-mir-214
ssa-miR-214-5p	0	bta-mir-214
efu-miR-214	0	bta-mir-214
chi-miR-214-5p	0	bta-mir-214
chi-miR-214-3p	0	bta-mir-214
hsa-miR-215-5p	0	bta-mir-215
gga-miR-215-5p	0	bta-mir-215
mml-miR-215-5p	0	bta-mir-215
ptr-miR-215	0	bta-mir-215
ppy-miR-215	0	bta-mir-215
ggo-miR-215	0	bta-mir-215
mne-miR-215	0	bta-mir-215
bta-miR-215	0	bta-mir-215
oan-miR-215-5p	0	bta-mir-215
ssc-miR-215	0	bta-mir-215
mdo-miR-215	0	bta-mir-215
eca-miR-215	0	bta-mir-215
tgu-miR-215-5p	0	bta-mir-215
cgr-miR-215-5p	0	bta-mir-215
efu-miR-215	0	bta-mir-215
chi-miR-215-5p	0	bta-mir-215
hsa-miR-216a-5p	0	bta-mir-216a
mmu-miR-216a-5p	0	bta-mir-216a
mmu-miR-216a-3p	0	bta-mir-216a
rno-miR-216a-5p	0	bta-mir-216a
rno-miR-216a-3p	0	bta-mir-216a
gga-miR-216a	0	bta-mir-216a
dre-miR-216a	0	bta-mir-216a
ssc-miR-216	0	bta-mir-216a
lca-miR-216	0	bta-mir-216a
ggo-miR-216	0	bta-mir-216a
ppy-miR-216a	0	bta-mir-216a
ppa-miR-216	0	bta-mir-216a
xtr-miR-216	0	bta-mir-216a
mdo-miR-216	0	bta-mir-216a
oan-miR-216a-5p	0	bta-mir-216a
mml-miR-216a-5p	0	bta-mir-216a
bta-miR-216a	0	bta-mir-216a
bfl-miR-216-5p	0	bta-mir-216a
cfa-miR-216a	0	bta-mir-216a
eca-miR-216a	0	bta-mir-216a
tgu-miR-216a-5p	0	bta-mir-216a
aca-miR-216a	0	bta-mir-216a
sha-miR-216a	0	bta-mir-216a
ipu-miR-216a	0	bta-mir-216a
bbe-miR-216-5p	0	bta-mir-216a
ssa-miR-216b-5p	0	bta-mir-216a
oha-miR-216-5p	0	bta-mir-216a
mmu-miR-216b-5p	4	bta-mir-216b
hsa-miR-216b-5p	4	bta-mir-216b
hsa-miR-216b-3p	0	bta-mir-216b
mml-miR-216b	4	bta-mir-216b
cfa-miR-216b	4	bta-mir-216b
gga-miR-216b	4	bta-mir-216b
ptr-miR-216b	4	bta-mir-216b
bta-miR-216b	4	bta-mir-216b
eca-miR-216b	4	bta-mir-216b
ppy-miR-216b	4	bta-mir-216b
rno-miR-216b-5p	4	bta-mir-216b
aca-miR-216b-5p	4	bta-mir-216b
sha-miR-216b	4	bta-mir-216b
chi-miR-216b	4	bta-mir-216b
hsa-miR-217	0	bta-mir-217
gga-miR-217-5p	0	bta-mir-217
dre-miR-217	0	bta-mir-217
ssc-miR-217	0	bta-mir-217
ggo-miR-217	0	bta-mir-217
ppa-miR-217	0	bta-mir-217
fru-miR-217	0	bta-mir-217
tni-miR-217	0	bta-mir-217
xtr-miR-217	0	bta-mir-217
mdo-miR-217	0	bta-mir-217
oan-miR-217-5p	0	bta-mir-217
ptr-miR-217	0	bta-mir-217
bta-miR-217	0	bta-mir-217
bfl-miR-217	0	bta-mir-217
cfa-miR-217	0	bta-mir-217
eca-miR-217	0	bta-mir-217
tgu-miR-217-5p	0	bta-mir-217
ppy-miR-217	0	bta-mir-217
pma-miR-217a	0	bta-mir-217
aca-miR-217-5p	0	bta-mir-217
mml-miR-217b	0	bta-mir-217
ccr-miR-217	0	bta-mir-217
ipu-miR-217	0	bta-mir-217
bbe-miR-217-5p	0	bta-mir-217
chi-miR-217-5p	0	bta-mir-217
chi-miR-217-3p	0	bta-mir-217
oha-miR-217-5p	0	bta-mir-217
hsa-miR-218-5p	0	bta-mir-218-1
hsa-miR-218-1-3p	0	bta-mir-218-1
mmu-miR-218-5p	0	bta-mir-218-1
mmu-miR-218-1-3p	0	bta-mir-218-1
rno-miR-218a-5p	0	bta-mir-218-1
rno-miR-218a-1-3p	0	bta-mir-218-1
gga-miR-218-5p	0	bta-mir-218-1
dre-miR-218a	0	bta-mir-218-1
ggo-miR-218	0	bta-mir-218-1
age-miR-218	0	bta-mir-218-1
ppa-miR-218	0	bta-mir-218-1
lca-miR-218	0	bta-mir-218-1
ppy-miR-218	0	bta-mir-218-1
ptr-miR-218	0	bta-mir-218-1
sla-miR-218	0	bta-mir-218-1
lla-miR-218	0	bta-mir-218-1
mne-miR-218	0	bta-mir-218-1
mml-miR-218-5p	0	bta-mir-218-1
fru-miR-218a	0	bta-mir-218-1
tni-miR-218a	0	bta-mir-218-1
xtr-miR-218	0	bta-mir-218-1
bta-miR-218	0	bta-mir-218-1
mdo-miR-218-5p	0	bta-mir-218-1
oan-miR-218-5p	0	bta-mir-218-1
mml-miR-218-1-3p	0	bta-mir-218-1
cfa-miR-218	0	bta-mir-218-1
eca-miR-218	0	bta-mir-218-1
tgu-miR-218-5p	0	bta-mir-218-1
ssc-miR-218-5p	0	bta-mir-218-1
pma-miR-218a-5p	0	bta-mir-218-1
ssc-miR-218b	0	bta-mir-218-1
aca-miR-218-5p	0	bta-mir-218-1
ola-miR-218a	0	bta-mir-218-1
ola-miR-218b	0	bta-mir-218-1
cgr-miR-218a	0	bta-mir-218-1
ssc-miR-218	0	bta-mir-218-1
ccr-miR-218a	0	bta-mir-218-1
ipu-miR-218a	0	bta-mir-218-1
oar-miR-218a	0	bta-mir-218-1
ssa-miR-218-5p	0	bta-mir-218-1
efu-miR-218a	0	bta-mir-218-1
chi-miR-218	0	bta-mir-218-1
tch-miR-218-5p	0	bta-mir-218-1
oha-miR-218-5p	0	bta-mir-218-1
hsa-miR-218-5p	0	bta-mir-218-2
mmu-miR-218-5p	0	bta-mir-218-2
rno-miR-218a-5p	0	bta-mir-218-2
gga-miR-218-5p	0	bta-mir-218-2
dre-miR-218a	0	bta-mir-218-2
ggo-miR-218	0	bta-mir-218-2
age-miR-218	0	bta-mir-218-2
ppa-miR-218	0	bta-mir-218-2
lca-miR-218	0	bta-mir-218-2
ppy-miR-218	0	bta-mir-218-2
ptr-miR-218	0	bta-mir-218-2
sla-miR-218	0	bta-mir-218-2
lla-miR-218	0	bta-mir-218-2
mne-miR-218	0	bta-mir-218-2
mml-miR-218-5p	0	bta-mir-218-2
fru-miR-218a	0	bta-mir-218-2
tni-miR-218a	0	bta-mir-218-2
xtr-miR-218	0	bta-mir-218-2
bta-miR-218	0	bta-mir-218-2
mdo-miR-218-5p	0	bta-mir-218-2
oan-miR-218-5p	0	bta-mir-218-2
cfa-miR-218	0	bta-mir-218-2
eca-miR-218	0	bta-mir-218-2
tgu-miR-218-5p	0	bta-mir-218-2
ssc-miR-218-5p	0	bta-mir-218-2
pma-miR-218a-5p	0	bta-mir-218-2
ssc-miR-218b	0	bta-mir-218-2
aca-miR-218-5p	0	bta-mir-218-2
ola-miR-218a	0	bta-mir-218-2
ola-miR-218b	0	bta-mir-218-2
cgr-miR-218a	0	bta-mir-218-2
ssc-miR-218	0	bta-mir-218-2
ccr-miR-218a	0	bta-mir-218-2
ipu-miR-218a	0	bta-mir-218-2
oar-miR-218a	0	bta-mir-218-2
ssa-miR-218-5p	0	bta-mir-218-2
efu-miR-218b	0	bta-mir-218-2
chi-miR-218	0	bta-mir-218-2
tch-miR-218-5p	0	bta-mir-218-2
oha-miR-218-5p	0	bta-mir-218-2
hsa-miR-219a-5p	0	bta-mir-219-1
dme-miR-219-5p	0	bta-mir-219-1
mmu-miR-219a-5p	0	bta-mir-219-1
hsa-miR-219a-2-3p	0	bta-mir-219-1
mmu-miR-219a-2-3p	0	bta-mir-219-1
rno-miR-219a-5p	0	bta-mir-219-1
rno-miR-219a-2-3p	0	bta-mir-219-1
gga-miR-219a	0	bta-mir-219-1
dps-miR-219	0	bta-mir-219-1
dre-miR-219-5p	0	bta-mir-219-1
ame-miR-219	0	bta-mir-219-1
aga-miR-219	0	bta-mir-219-1
mml-miR-219	0	bta-mir-219-1
ggo-miR-219	0	bta-mir-219-1
ppy-miR-219	0	bta-mir-219-1
fru-miR-219	0	bta-mir-219-1
tni-miR-219	0	bta-mir-219-1
xtr-miR-219	0	bta-mir-219-1
mdo-miR-219-5p	0	bta-mir-219-1
mdo-miR-219-1-3p	0	bta-mir-219-1
oan-miR-219-5p	0	bta-mir-219-1
mml-miR-219-5p	0	bta-mir-219-1
mml-miR-219-3p	0	bta-mir-219-1
cfa-miR-219-5p	0	bta-mir-219-1
cfa-miR-219-3p	0	bta-mir-219-1
ptr-miR-219-5p	0	bta-mir-219-1
ptr-miR-219-2-3p	0	bta-mir-219-1
tca-miR-219-5p	0	bta-mir-219-1
dan-miR-219	0	bta-mir-219-1
der-miR-219	0	bta-mir-219-1
dgr-miR-219	0	bta-mir-219-1
dmo-miR-219	0	bta-mir-219-1
dpe-miR-219	0	bta-mir-219-1
dse-miR-219	0	bta-mir-219-1
dsi-miR-219	0	bta-mir-219-1
dvi-miR-219-5p	0	bta-mir-219-1
dwi-miR-219	0	bta-mir-219-1
dya-miR-219	0	bta-mir-219-1
bta-miR-219-5p	0	bta-mir-219-1
bta-miR-219-3p	0	bta-mir-219-1
cte-miR-219	0	bta-mir-219-1
bfl-miR-219	0	bta-mir-219-1
dpu-miR-219	0	bta-mir-219-1
isc-miR-219	0	bta-mir-219-1
eca-miR-219-5p	0	bta-mir-219-1
aae-miR-219	0	bta-mir-219-1
tgu-miR-219a	0	bta-mir-219-1
api-miR-219	0	bta-mir-219-1
nvi-miR-219	0	bta-mir-219-1
ppy-miR-219-5p	0	bta-mir-219-1
ngi-miR-219	0	bta-mir-219-1
nlo-miR-219	0	bta-mir-219-1
aca-miR-219-5p	0	bta-mir-219-1
sko-miR-219	0	bta-mir-219-1
pol-miR-219-5p	0	bta-mir-219-1
pmi-miR-219-5p	0	bta-mir-219-1
bbe-miR-219-5p	0	bta-mir-219-1
ssa-miR-219a-5p	0	bta-mir-219-1
ssa-miR-219b-5p	0	bta-mir-219-1
ssa-miR-219c-5p	0	bta-mir-219-1
chi-miR-219	0	bta-mir-219-1
oha-miR-219-5p	0	bta-mir-219-1
ssc-miR-219b-3p	0	bta-mir-219-1
hsa-miR-219a-5p	0	bta-mir-219-2
hsa-miR-219a-1-3p	0	bta-mir-219-2
dme-miR-219-5p	0	bta-mir-219-2
mmu-miR-219a-5p	0	bta-mir-219-2
rno-miR-219a-5p	0	bta-mir-219-2
gga-miR-219a	0	bta-mir-219-2
mml-miR-219	0	bta-mir-219-2
ggo-miR-219	0	bta-mir-219-2
ppy-miR-219	0	bta-mir-219-2
xtr-miR-219	0	bta-mir-219-2
mdo-miR-219-5p	0	bta-mir-219-2
mml-miR-219-5p	0	bta-mir-219-2
cfa-miR-219-5p	0	bta-mir-219-2
ptr-miR-219-5p	0	bta-mir-219-2
ptr-miR-219-1-3p	0	bta-mir-219-2
tca-miR-219-5p	0	bta-mir-219-2
cte-miR-219	0	bta-mir-219-2
bfl-miR-219	0	bta-mir-219-2
eca-miR-219-5p	0	bta-mir-219-2
ppy-miR-219-5p	0	bta-mir-219-2
ssc-miR-219a	0	bta-mir-219-2
bta-miR-219	0	bta-mir-219-2
bbe-miR-219-5p	0	bta-mir-219-2
efu-miR-219	0	bta-mir-219-2
chi-miR-219	0	bta-mir-219-2
tch-miR-219-5p	0	bta-mir-219-2
hsa-miR-22-5p	0	bta-mir-22
hsa-miR-22-3p	60	bta-mir-22
mmu-miR-22-5p	0	bta-mir-22
mmu-miR-22-3p	60	bta-mir-22
rno-miR-22-5p	0	bta-mir-22
rno-miR-22-3p	60	bta-mir-22
age-miR-22	60	bta-mir-22
ppa-miR-22	60	bta-mir-22
lca-miR-22	60	bta-mir-22
mml-miR-22	60	bta-mir-22
ppy-miR-22	60	bta-mir-22
ptr-miR-22	60	bta-mir-22
sla-miR-22	60	bta-mir-22
lla-miR-22	60	bta-mir-22
mne-miR-22	60	bta-mir-22
xtr-miR-22-5p	0	bta-mir-22
xtr-miR-22-3p	60	bta-mir-22
bta-miR-22-5p	0	bta-mir-22
bta-miR-22-3p	60	bta-mir-22
oan-miR-22-5p	0	bta-mir-22
oan-miR-22-3p	60	bta-mir-22
gga-miR-22-5p	0	bta-mir-22
gga-miR-22-3p	60	bta-mir-22
cfa-miR-22	60	bta-mir-22
eca-miR-22	60	bta-mir-22
ssc-miR-22-5p	0	bta-mir-22
ssc-miR-22-3p	60	bta-mir-22
cgr-miR-22-5p	0	bta-mir-22
cgr-miR-22-3p	60	bta-mir-22
ggo-miR-22	60	bta-mir-22
aja-miR-22	60	bta-mir-22
oar-miR-22-3p	60	bta-mir-22
efu-miR-22	60	bta-mir-22
chi-miR-22-5p	0	bta-mir-22
chi-miR-22-3p	60	bta-mir-22
tch-miR-22-3p	60	bta-mir-22
oha-miR-22a	60	bta-mir-22
hsa-miR-221-5p	0	bta-mir-221
hsa-miR-221-3p	0	bta-mir-221
mmu-miR-221-5p	0	bta-mir-221
mmu-miR-221-3p	0	bta-mir-221
rno-miR-221-5p	0	bta-mir-221
rno-miR-221-3p	0	bta-mir-221
gga-miR-221-5p	0	bta-mir-221
gga-miR-221-3p	0	bta-mir-221
dre-miR-221-5p	0	bta-mir-221
dre-miR-221-3p	0	bta-mir-221
mml-miR-221-5p	0	bta-mir-221
mml-miR-221-3p	0	bta-mir-221
ggo-miR-221	0	bta-mir-221
ppy-miR-221	0	bta-mir-221
ppa-miR-221	0	bta-mir-221
fru-miR-221	0	bta-mir-221
tni-miR-221	0	bta-mir-221
bta-miR-221	0	bta-mir-221
xtr-miR-221	0	bta-mir-221
mdo-miR-221-3p	0	bta-mir-221
oan-miR-221-3p	0	bta-mir-221
cfa-miR-221	0	bta-mir-221
ssc-miR-221-5p	0	bta-mir-221
ssc-miR-221-3p	0	bta-mir-221
ptr-miR-221	0	bta-mir-221
eca-miR-221	0	bta-mir-221
tgu-miR-221-5p	0	bta-mir-221
tgu-miR-221-3p	0	bta-mir-221
aca-miR-221-3p	0	bta-mir-221
ola-miR-221	0	bta-mir-221
sha-miR-221	0	bta-mir-221
cgr-miR-221-5p	0	bta-mir-221
cgr-miR-221-3p	0	bta-mir-221
pol-miR-221-5p	0	bta-mir-221
pol-miR-221-3p	0	bta-mir-221
ccr-miR-221	0	bta-mir-221
ipu-miR-221	0	bta-mir-221
oar-miR-221	0	bta-mir-221
ssa-miR-221-5p	0	bta-mir-221
efu-miR-221	0	bta-mir-221
chi-miR-221-5p	0	bta-mir-221
chi-miR-221-3p	0	bta-mir-221
tch-miR-221-3p	0	bta-mir-221
oha-miR-221-3p	0	bta-mir-221
hsa-miR-222-5p	0	bta-mir-222
hsa-miR-222-3p	0	bta-mir-222
mmu-miR-222-5p	0	bta-mir-222
mmu-miR-222-3p	0	bta-mir-222
rno-miR-222-5p	0	bta-mir-222
rno-miR-222-3p	0	bta-mir-222
gga-miR-222a	0	bta-mir-222
dre-miR-222a-3p	0	bta-mir-222
age-miR-222	0	bta-mir-222
fru-miR-222	0	bta-mir-222
tni-miR-222	0	bta-mir-222
bta-miR-222	0	bta-mir-222
xtr-miR-222	0	bta-mir-222
mdo-miR-222a	0	bta-mir-222
oan-miR-222a-3p	0	bta-mir-222
mml-miR-222-5p	0	bta-mir-222
mml-miR-222-3p	0	bta-mir-222
cfa-miR-222	0	bta-mir-222
eca-miR-222	0	bta-mir-222
ssc-miR-222	0	bta-mir-222
tgu-miR-222-3p	0	bta-mir-222
ppy-miR-222	0	bta-mir-222
aca-miR-222a-3p	0	bta-mir-222
ola-miR-222	0	bta-mir-222
sha-miR-222	0	bta-mir-222
cgr-miR-222-5p	0	bta-mir-222
cgr-miR-222-3p	0	bta-mir-222
ptr-miR-222	0	bta-mir-222
ggo-miR-222	0	bta-mir-222
ccr-miR-222	0	bta-mir-222
ssa-miR-222a-3p	0	bta-mir-222
ssa-miR-222b-3p	0	bta-mir-222
chi-miR-222-3p	0	bta-mir-222
tch-miR-222-3p	0	bta-mir-222
oha-miR-222a-3p	0	bta-mir-222
hsa-miR-223-5p	0	bta-mir-223
hsa-miR-223-3p	0	bta-mir-223
mmu-miR-223-5p	0	bta-mir-223
mmu-miR-223-3p	0	bta-mir-223
rno-miR-223-5p	0	bta-mir-223
rno-miR-223-3p	0	bta-mir-223
gga-miR-223	0	bta-mir-223
dre-miR-223	0	bta-mir-223
mml-miR-223	0	bta-mir-223
ptr-miR-223	0	bta-mir-223
ggo-miR-223	0	bta-mir-223
ppy-miR-223	0	bta-mir-223
sla-miR-223	0	bta-mir-223
ppa-miR-223	0	bta-mir-223
fru-miR-223	0	bta-mir-223
tni-miR-223	0	bta-mir-223
xtr-miR-223	0	bta-mir-223
mdo-miR-223-5p	0	bta-mir-223
mdo-miR-223-3p	0	bta-mir-223
oan-miR-223-5p	0	bta-mir-223
xla-miR-223	0	bta-mir-223
bta-miR-223	0	bta-mir-223
cfa-miR-223	0	bta-mir-223
eca-miR-223	0	bta-mir-223
tgu-miR-223	0	bta-mir-223
ola-miR-223	0	bta-mir-223
efu-miR-223	0	bta-mir-223
chi-miR-223-3p	0	bta-mir-223
oha-miR-223-5p	0	bta-mir-223
hsa-miR-224-5p	0	bta-mir-224
ssc-miR-224	0	bta-mir-224
mml-miR-224-5p	0	bta-mir-224
ptr-miR-224	0	bta-mir-224
ggo-miR-224	0	bta-mir-224
ppy-miR-224	0	bta-mir-224
mne-miR-224	0	bta-mir-224
ppa-miR-224	0	bta-mir-224
rno-miR-224-5p	0	bta-mir-224
cfa-miR-224	0	bta-mir-224
bta-miR-224	0	bta-mir-224
eca-miR-224	0	bta-mir-224
chi-miR-224-5p	0	bta-mir-224
chi-miR-224-3p	0	bta-mir-224
bta-miR-2284a	1	bta-mir-2284a
chi-miR-2284a	1	bta-mir-2284a
bta-miR-2284aa	0	bta-mir-2284aa-1
bta-miR-2284aa	0	bta-mir-2284aa-2
bta-miR-2284aa	0	bta-mir-2284aa-3
bta-miR-2284aa	0	bta-mir-2284aa-4
bta-miR-2284ab	0	bta-mir-2284ab
bta-miR-2284ac	0	bta-mir-2284ac
bta-miR-2284b	0	bta-mir-2284b
bta-miR-2284c	0	bta-mir-2284c
bta-miR-2284d	0	bta-mir-2284d
bta-miR-2284e	0	bta-mir-2284e
bta-miR-2284f	0	bta-mir-2284f
bta-miR-2284e	0	bta-mir-2284f
bta-miR-2284g	0	bta-mir-2284g
bta-miR-2284h-5p	1	bta-mir-2284h
bta-miR-2284h-3p	0	bta-mir-2284h
bta-miR-2284i	0	bta-mir-2284i
bta-miR-2284j	2	bta-mir-2284j
bta-miR-2284k	1	bta-mir-2284k
bta-miR-2284l	0	bta-mir-2284l
bta-miR-2284m	3	bta-mir-2284m
bta-miR-2284n	0	bta-mir-2284n
bta-miR-2284o	0	bta-mir-2284o
bta-miR-2284p	0	bta-mir-2284p
bta-miR-2284q	0	bta-mir-2284q
bta-miR-2284r	0	bta-mir-2284r
bta-miR-2284s	0	bta-mir-2284s
bta-miR-2284t-5p	0	bta-mir-2284t
bta-miR-2284t-3p	0	bta-mir-2284t
bta-miR-2284u	0	bta-mir-2284u
bta-miR-2284v	0	bta-mir-2284v
bta-miR-2284w	0	bta-mir-2284w
bta-miR-2284x	388	bta-mir-2284x
bta-miR-2284y	388	bta-mir-2284x
bta-miR-2284y	13	bta-mir-2284y-1
bta-miR-2284y	14	bta-mir-2284y-2
bta-miR-2284y	13	bta-mir-2284y-3
bta-miR-2284h-5p	13	bta-mir-2284y-4
bta-miR-2284y	13	bta-mir-2284y-4
bta-miR-2284y	14	bta-mir-2284y-5
bta-miR-2284y	13	bta-mir-2284y-6
bta-miR-2284y	13	bta-mir-2284y-7
bta-miR-2284z	2	bta-mir-2284z-1
bta-miR-2284aa	2	bta-mir-2284z-1
bta-miR-2284z	2	bta-mir-2284z-2
bta-miR-2284aa	2	bta-mir-2284z-2
bta-miR-2284z	0	bta-mir-2284z-3
bta-miR-2284aa	0	bta-mir-2284z-3
bta-miR-2284z	2	bta-mir-2284z-4
bta-miR-2284aa	2	bta-mir-2284z-4
bta-miR-2284z	0	bta-mir-2284z-5
bta-miR-2284aa	0	bta-mir-2284z-5
bta-miR-2284z	0	bta-mir-2284z-6
bta-miR-2284aa	0	bta-mir-2284z-6
bta-miR-2284z	0	bta-mir-2284z-7
bta-miR-2284aa	0	bta-mir-2284z-7
bta-miR-2285a	0	bta-mir-2285a
bta-miR-2285aa	0	bta-mir-2285aa
bta-miR-2285ab	0	bta-mir-2285ab
bta-miR-2285ac	0	bta-mir-2285ac
bta-miR-2285ad	0	bta-mir-2285ad
bta-miR-2285ae	0	bta-mir-2285ae
bta-miR-2285af	0	bta-mir-2285af-1
bta-miR-2285af	0	bta-mir-2285af-2
bta-miR-2285b	6	bta-mir-2285b-1
bta-miR-2285b	6	bta-mir-2285b-2
bta-chr23_3703_st	0	bta-mir-2285b-2
bta-miR-2285c	0	bta-mir-2285c
chi-miR-2284d	0	bta-mir-2285c
bta-miR-2285d	0	bta-mir-2285d
bta-miR-2285e	1	bta-mir-2285e-1
bta-miR-2285e	2	bta-mir-2285e-2
bta-miR-2285f	4	bta-mir-2285f-1
bta-miR-2285f	4	bta-mir-2285f-2
bta-miR-2285g	0	bta-mir-2285g-1
bta-miR-2285g	0	bta-mir-2285g-2
bta-miR-2285g	0	bta-mir-2285g-3
bta-miR-2285h	0	bta-mir-2285h
bta-miR-2285i	0	bta-mir-2285i
bta-miR-2285j	0	bta-mir-2285j-1
bta-miR-2285j	0	bta-mir-2285j-2
bta-miR-2285k	0	bta-mir-2285k-1
bta-miR-2285k	0	bta-mir-2285k-2
bta-miR-2285k	0	bta-mir-2285k-3
bta-miR-2285k	0	bta-mir-2285k-4
bta-miR-2285k	0	bta-mir-2285k-5
bta-miR-2285l	0	bta-mir-2285l
bta-miR-2285m	0	bta-mir-2285m-1
bta-miR-2285m	0	bta-mir-2285m-2
bta-miR-2285m	0	bta-mir-2285m-3
bta-miR-2285m	0	bta-mir-2285m-4
bta-miR-2285m	0	bta-mir-2285m-5
bta-miR-2285n	0	bta-mir-2285n-1
bta-miR-2285n	0	bta-mir-2285n-2
bta-miR-2285n	0	bta-mir-2285n-3
bta-miR-2285n	0	bta-mir-2285n-4
bta-miR-2285n	0	bta-mir-2285n-5
bta-miR-2285n	0	bta-mir-2285n-6
bta-miR-2285n	1	bta-mir-2285n-7
bta-miR-2285o	0	bta-mir-2285o-1
bta-miR-2285o	0	bta-mir-2285o-2
bta-miR-2285o	0	bta-mir-2285o-3
bta-miR-2285u	0	bta-mir-2285o-3
bta-miR-2285o	0	bta-mir-2285o-4
bta-miR-2285o	0	bta-mir-2285o-5
bta-miR-2285p	0	bta-mir-2285p
bta-miR-2285q	1	bta-mir-2285q
bta-miR-2285r	0	bta-mir-2285r
bta-miR-2285s	0	bta-mir-2285s
bta-chr23_3703_st	0	bta-mir-2285s
bta-miR-2285t	0	bta-mir-2285t
bta-miR-2285u	0	bta-mir-2285u
bta-miR-2285v	2	bta-mir-2285v
bta-miR-2285w	0	bta-mir-2285w
bta-miR-2285x	0	bta-mir-2285x
bta-miR-2285y	0	bta-mir-2285y
bta-miR-2285f	2	bta-mir-2285z
bta-miR-2285z	0	bta-mir-2285z
bta-miR-2286	0	bta-mir-2286
bta-miR-2287	0	bta-mir-2287
bta-miR-2288	0	bta-mir-2288
bta-miR-2289	0	bta-mir-2289
bta-miR-2290	0	bta-mir-2290
chi-miR-2290	0	bta-mir-2290
bta-miR-2291	0	bta-mir-2291
bta-miR-2292	0	bta-mir-2292
bta-miR-2293	0	bta-mir-2293
bta-miR-2294	0	bta-mir-2294
bta-miR-2295	0	bta-mir-2295
bta-miR-2296	0	bta-mir-2296
bta-miR-2297	0	bta-mir-2297
bta-miR-2298	0	bta-mir-2298
bta-miR-2299-5p	0	bta-mir-2299
bta-miR-2299-3p	0	bta-mir-2299
bta-miR-2300a-5p	0	bta-mir-2300a
bta-miR-2300b-3p	0	bta-mir-2300b
bta-miR-2301	0	bta-mir-2301
bta-miR-2302	0	bta-mir-2302
bta-miR-2303	0	bta-mir-2303
bta-miR-2304	0	bta-mir-2304
bta-miR-2305	0	bta-mir-2305
bta-miR-2306	0	bta-mir-2306
bta-miR-2307	0	bta-mir-2307
bta-miR-2308	0	bta-mir-2308
bta-miR-2309	0	bta-mir-2309
bta-miR-2310	0	bta-mir-2310
chi-miR-1814	0	bta-mir-2310
bta-miR-2311	0	bta-mir-2311
bta-miR-2312	0	bta-mir-2312
bta-miR-2313-5p	0	bta-mir-2313
bta-miR-2313-3p	0	bta-mir-2313
bta-miR-2314	0	bta-mir-2314
bta-miR-2315	0	bta-mir-2315
bta-miR-2316	0	bta-mir-2316
bta-miR-2317	0	bta-mir-2317
bta-miR-2318	0	bta-mir-2318
chi-miR-2318	0	bta-mir-2318
bta-miR-2319a	0	bta-mir-2319a
bta-miR-2319b	0	bta-mir-2319a
bta-miR-2319b	0	bta-mir-2319b
bta-miR-2320-5p	0	bta-mir-2320
bta-miR-2320-3p	0	bta-mir-2320
ssc-miR-2320-5p	0	bta-mir-2320
chi-miR-2320	0	bta-mir-2320
bta-miR-2321	0	bta-mir-2321
bta-miR-2322-5p	0	bta-mir-2322
bta-miR-2322-3p	0	bta-mir-2322
bta-miR-2323	0	bta-mir-2323
bta-miR-2324	0	bta-mir-2324
bta-miR-2325a	0	bta-mir-2325a
bta-miR-2325b	0	bta-mir-2325b
bta-miR-2325c	0	bta-mir-2325c
bta-miR-2326	0	bta-mir-2326
bta-miR-2327	0	bta-mir-2327
bta-miR-2328-5p	0	bta-mir-2328
bta-miR-2328-3p	0	bta-mir-2328
bta-miR-2329-3p	0	bta-mir-2329-1
bta-miR-2329-5p	0	bta-mir-2329-1
bta-miR-2329-3p	0	bta-mir-2329-2
bta-miR-2329-5p	0	bta-mir-2329-2
bta-miR-2330-5p	0	bta-mir-2330
bta-miR-2330-3p	0	bta-mir-2330
bta-miR-2331-5p	0	bta-mir-2331
bta-miR-2331-3p	0	bta-mir-2331
chi-miR-2331	0	bta-mir-2331
bta-miR-2332	0	bta-mir-2332
chi-miR-2332	0	bta-mir-2332
bta-miR-2333	0	bta-mir-2333
bta-miR-2334	0	bta-mir-2334
bta-miR-2335	0	bta-mir-2335
chi-miR-2335	0	bta-mir-2335
bta-miR-2336	3	bta-mir-2336
bta-miR-2337	0	bta-mir-2337
bta-miR-2338	0	bta-mir-2338
bta-miR-2339	0	bta-mir-2339
bta-miR-2340	0	bta-mir-2340
bta-miR-2341	0	bta-mir-2341
bta-miR-2342	0	bta-mir-2342
bta-miR-2343	0	bta-mir-2343
bta-miR-2344	0	bta-mir-2344
bta-miR-2345	0	bta-mir-2345
bta-miR-2346	0	bta-mir-2346
bta-miR-2347	0	bta-mir-2347
bta-miR-2348	0	bta-mir-2348
bta-miR-2349	0	bta-mir-2349
bta-miR-2350	0	bta-mir-2350
bta-miR-2351	0	bta-mir-2351
bta-miR-2352	0	bta-mir-2352
bta-miR-2353	0	bta-mir-2353
bta-miR-2354	0	bta-mir-2354
bta-miR-2355-5p	0	bta-mir-2355
bta-miR-2355-3p	0	bta-mir-2355
hsa-miR-2355-3p	0	bta-mir-2355
bta-miR-2356	0	bta-mir-2356
bta-miR-2357	0	bta-mir-2357
bta-miR-2358	0	bta-mir-2358
bta-miR-2359	0	bta-mir-2359
bta-miR-2360	0	bta-mir-2360
bta-miR-2361	0	bta-mir-2361
